ticket_id,ticket_text,category,priority
INC-2026301,"Hi, I want to request a demo of your enterprise plan for my team.",General Query,Low
INC-2026302,"Good morning, I would like to suggest a feature: adding a dark mode to the dashboard.",General Query,Low
INC-2026303,"Greetings, How do I upgrade my subscription plan to premium?",Account Access,Low
INC-2026304,How do I upgrade my subscription plan to premium?,Account Access,Low
INC-2026305,"Hello team, Unrecognized login detected on my account. I need to secure it.
Regards,
Sarah",Account Access,High
INC-2026306,The CSV export feature is broken. It downloads an empty file.,Technical Issue,Medium
INC-2026307,"Greetings, My billing account is locked and I cannot process the invoice payment.
- Amanda",Billing,High
INC-2026308,"Hey, I want to update my payment method from Amex to Visa.",Billing,Low
INC-2026309,"Dear Support, Why was I charged $220 this month instead of the usual $53?
Best regards,
David",Billing,Medium
INC-2026310,"Greetings, Our system integration with your webhook is failing with connection refused.
- Emily",Technical Issue,High
INC-2026311,"I want to update my payment method from Mastercard to Visa.
Thank you,
Robert",Billing,Low
INC-2026312,"Good morning, I wanted to share some feedback: the new UI looks really clean!
Regards,
Jessica",General Query,Low
INC-2026313,"Good morning, My profile information is not updating when I save changes.
Regards,
Jessica",Account Access,Low
INC-2026314,"I need to change my registered email from david58@gmail.com to david.new@company.com.
Sincerely,
David",Account Access,Medium
INC-2026315,"Hello, The mobile app freezes and closes automatically when opening reports.
Sincerely,
Ashley",Technical Issue,Medium
INC-2026316,"Hey, The website crashes whenever I try to upload my profile photo or files.
Thank you,
Jessica",Technical Issue,Medium
INC-2026317,"Good morning, My payment failed but money was deducted from my bank account.
Thank you,
Jessica",Billing,High
INC-2026318,"Hey, The application is extremely slow and takes minutes to load pages.
- Emily",Technical Issue,High
INC-2026319,"Hi support team, I want to request a demo of your enterprise plan for my team.",General Query,Low
INC-2026320,"Do you offer discounts for non-profit organizations or educational schools?
Thank you,
Sarah",General Query,Low
INC-2026321,"Hello team, How do I upgrade my subscription plan to premium?
Thank you,
John",Account Access,Low
INC-2026322,"Dear Support, I am unable to change my username. It says username already taken.
Thank you,
Daniel",Account Access,Low
INC-2026323,"I want to enable two-factor authentication for my profile for security.
Thank you,
Michael",Account Access,Low
INC-2026324,"Dear Support, I cannot log in to my account. It says password incorrect or user not found.",Account Access,Medium
INC-2026325,Is your service compatible with Internet Explorer 11?,General Query,Low
INC-2026326,"We are experiencing an API outage and all requests are returning 500 server errors.
Thanks,
David",Technical Issue,High
INC-2026327,"Hey, Database connection timeout error when saving my work on GitHub.
Thank you,
John",Technical Issue,High
INC-2026328,"How do I add a new team member to my organization profile?
Thank you,
Daniel",Account Access,Low
INC-2026329,"Dear Support, I requested a refund of $73 last week but haven't received it yet.
Sincerely,
Ashley",Billing,High
INC-2026330,"Dear Support, I want to enable two-factor authentication for my profile for security.
Best regards,
David",Account Access,Low
INC-2026331,"Hello team, Can you tell me more about your security and data compliance policies?
Best regards,
John",General Query,Low
INC-2026332,"Hello team, The mobile app freezes and closes automatically when opening reports.
Sincerely,
Megan",Technical Issue,Medium
INC-2026333,"Greetings, Unrecognized login detected on my account. I need to secure it.",Account Access,High
INC-2026334,"Greetings, My data has not synced between the web app and the mobile application.",Technical Issue,Medium
INC-2026335,What are the system requirements for running your software?,General Query,Low
INC-2026336,"Hi support team, How can I contact sales for custom licensing terms?",General Query,Low
INC-2026337,"Dear Support, How can I contact sales for custom licensing terms?
Thanks,
Amanda",General Query,Low
INC-2026338,I would like to suggest a feature: adding a dark mode to the dashboard.,General Query,Low
INC-2026339,"Hi, Can you reset my password? I forgot it and need access.
- David",Account Access,Low
INC-2026340,"Hello team, What are the system requirements for running your software?
- Sarah",General Query,Low
INC-2026341,"Hey, Can you tell me more about your security and data compliance policies?
Thank you,
Amanda",General Query,Low
INC-2026342,"Is your service compatible with Internet Explorer 11?
Sincerely,
John",General Query,Low
INC-2026343,"Dear Support, I am unable to change my username. It says username already taken.",Account Access,Low
INC-2026344,"Hi support team, Can you reset my password? I forgot it and need access.
Regards,
Emily",Account Access,Low
INC-2026345,"Hello, I was billed $107 during my free trial period. Please check and refund.
Sincerely,
Sarah",Billing,High
INC-2026346,"Good morning, What are your business hours and customer support availability on weekends?
- Emily",General Query,Low
INC-2026347,"Hi support team, Can you update my billing address on the system? It should be 444 Main St, Cityville.
Thank you,
Amanda",Billing,Low
INC-2026348,"I cannot connect to the server. The connection keeps dropping.
Regards,
Daniel",Technical Issue,High
INC-2026349,"Greetings, I requested a refund of $118 last week but haven't received it yet.
Thank you,
Michael",Billing,High
INC-2026350,"Can you update my billing address on the system? It should be 215 Main St, Cityville.
Thanks,
Amanda",Billing,Low
INC-2026351,"Hi, How do I add a new team member to my organization profile?
Sincerely,
Daniel",Account Access,Low
INC-2026352,"Hello, Why was I charged $144 this month instead of the usual $15?",Billing,Medium
INC-2026353,"Hi support team, Can you merge my two accounts into a single one?
Thank you,
David",Account Access,Low
INC-2026354,"Hello, Can I get a copy of my invoice for December 2025?
Regards,
Jessica",Billing,Low
INC-2026355,"Can you merge my two accounts into a single one?
Sincerely,
Daniel",Account Access,Low
INC-2026356,"Hi, Database connection timeout error when saving my work on GitHub.",Technical Issue,High
INC-2026357,"Hi, The CSV export feature is broken. It downloads an empty file.
- Robert",Technical Issue,Medium
INC-2026358,"Hi support team, Can I get a copy of my invoice for June 2026?",Billing,Low
INC-2026359,"My billing account is locked and I cannot process the invoice payment.
Best regards,
James",Billing,High
INC-2026360,"Hello, What are the system requirements for running your software?
Thank you,
David",General Query,Low
INC-2026361,"Good morning, Our system integration with your webhook is failing with connection refused.
Thanks,
Megan",Technical Issue,High
INC-2026362,"Good morning, What are the system requirements for running your software?
Thanks,
Ashley",General Query,Low
INC-2026363,"I wanted to share some feedback: the new UI looks really clean!
Sincerely,
Ashley",General Query,Low
INC-2026364,"Hi, The mobile app freezes and closes automatically when opening reports.
Sincerely,
Robert",Technical Issue,Medium
INC-2026365,"Good morning, The mobile app freezes and closes automatically when opening reports.
- Sarah",Technical Issue,Medium
INC-2026366,"Greetings, I get a 404 page not found error when clicking on the dashboard link.",Technical Issue,Medium
INC-2026367,"Dear Support, Database connection timeout error when saving my work on Slack.",Technical Issue,High
INC-2026368,When is the new feature update scheduled for release?,General Query,Low
INC-2026369,I cannot log in to my account. It says password incorrect or user not found.,Account Access,Medium
INC-2026370,"The mobile app freezes and closes automatically when opening reports.
Thanks,
Sarah",Technical Issue,Medium
INC-2026371,"Hey, I want to enable two-factor authentication for my profile for security.
Regards,
Amanda",Account Access,Low
INC-2026372,I am unable to change my username. It says username already taken.,Account Access,Low
INC-2026373,"Dear Support, The website crashes whenever I try to upload my profile photo or files.",Technical Issue,Medium
INC-2026374,"Good morning, Our system integration with your webhook is failing with connection refused.
- John",Technical Issue,High
INC-2026375,"Hello team, Can I get a copy of my invoice for November 2026?
Thank you,
Ashley",Billing,Low
INC-2026376,Is it possible to switch my billing from monthly to yearly to get a discount?,Billing,Low
INC-2026377,How can I contact sales for custom licensing terms?,General Query,Low
INC-2026378,"Greetings, The search bar returns incorrect results for simple queries.
Best regards,
David",Technical Issue,Low
INC-2026379,"Hi support team, The search bar returns incorrect results for simple queries.",Technical Issue,Low
INC-2026380,"Hello team, Can you cancel my subscription and stop auto-renewal? Ticket id: TKT-23513",Billing,Medium
INC-2026381,"Hi support team, My account has been suspended and I don't know why. Please reactivate.",Account Access,High
INC-2026382,"Hi, I am unable to change my username. It says username already taken.",Account Access,Low
INC-2026383,"Dear Support, I requested a refund of $32 last week but haven't received it yet.
Sincerely,
Amanda",Billing,High
INC-2026384,My billing account is locked and I cannot process the invoice payment.,Billing,High
INC-2026385,"Greetings, I want to enable two-factor authentication for my profile for security.
Regards,
Sarah",Account Access,Low
INC-2026386,"Dear Support, My profile information is not updating when I save changes.
- Michael",Account Access,Low
INC-2026387,"Hi support team, The mobile app freezes and closes automatically when opening reports.
Sincerely,
Daniel",Technical Issue,Medium
INC-2026388,"Good morning, Do you offer discounts for non-profit organizations or educational schools?
Sincerely,
Michael",General Query,Low
INC-2026389,"Greetings, I requested a refund of $237 last week but haven't received it yet.",Billing,High
INC-2026390,"Hello, My account has been suspended and I don't know why. Please reactivate.
- Amanda",Account Access,High
INC-2026391,"Good morning, My credit card was charged twice for the monthly subscription on 23-09-2026. Please refund $220.
Thank you,
Robert",Billing,High
INC-2026392,I am unable to receive password reset emails. The mail server seems down.,Technical Issue,High
INC-2026393,"Can I get a copy of my invoice for March 2025?
- Ashley",Billing,Low
INC-2026394,"Hello team, Is your service compatible with Internet Explorer 11?",General Query,Low
INC-2026395,"Hi support team, I received a payment failure notification but my credit card has sufficient funds.",Billing,Medium
INC-2026396,"Hello team, Can you cancel my subscription and stop auto-renewal? Ticket id: TKT-80127
Regards,
Ashley",Billing,Medium
INC-2026397,I need to delete my account and remove my personal data under GDPR rules.,Account Access,Low
INC-2026398,"Hey, Unrecognized login detected on my account. I need to secure it.
Thanks,
Michael",Account Access,High
INC-2026399,"I received a payment failure notification but my credit card has sufficient funds.
Thanks,
Megan",Billing,Medium
INC-2026400,"Can you reset my password? I forgot it and need access.
Regards,
James",Account Access,Low
INC-2026401,"Good morning, Can you cancel my subscription and stop auto-renewal? Ticket id: TKT-49500
Best regards,
Megan",Billing,Medium
INC-2026402,"What are your business hours and customer support availability on weekends?
Regards,
Robert",General Query,Low
INC-2026403,When is the new feature update scheduled for release?,General Query,Low
INC-2026404,"Hello, Do you offer discounts for non-profit organizations or educational schools?
Sincerely,
David",General Query,Low
INC-2026405,"The CSV export feature is broken. It downloads an empty file.
Thanks,
Sarah",Technical Issue,Medium
INC-2026406,"Hello, I want to request a demo of your enterprise plan for my team.",General Query,Low
INC-2026407,"Dear Support, I need to delete my account and remove my personal data under GDPR rules.
Thanks,
Sarah",Account Access,Low
INC-2026408,"Hello, What are the system requirements for running your software?
Regards,
Ashley",General Query,Low
INC-2026409,"Our system integration with your webhook is failing with connection refused.
Sincerely,
Megan",Technical Issue,High
INC-2026410,"Hey, Do you offer discounts for non-profit organizations or educational schools?
Best regards,
Jessica",General Query,Low
INC-2026411,Why was I charged $86 this month instead of the usual $99?,Billing,Medium
INC-2026412,"The mobile app freezes and closes automatically when opening reports.
Thanks,
John",Technical Issue,Medium
INC-2026413,"Hello, Do you offer discounts for non-profit organizations or educational schools?
- Sarah",General Query,Low
INC-2026414,"Can you update my billing address on the system? It should be 414 Main St, Cityville.
Thanks,
Amanda",Billing,Low
INC-2026415,"Hi, Do you support integration with Slack or Microsoft Teams?
Best regards,
Jessica",General Query,Low
INC-2026416,I received a payment failure notification but my credit card has sufficient funds.,Billing,Medium
INC-2026417,"Hey, Can I get a copy of my invoice for March 2025?
Thank you,
John",Billing,Low
INC-2026418,"Hi support team, I found a bug: the submit button is greyed out even when forms are complete.
Regards,
Amanda",Technical Issue,Medium
INC-2026419,I need to change my registered email from ashley45@gmail.com to ashley.new@company.com.,Account Access,Medium
INC-2026420,"I am unable to receive password reset emails. The mail server seems down.
Thank you,
Michael",Technical Issue,High
INC-2026421,"Greetings, I requested a refund of $246 last week but haven't received it yet.
Regards,
Daniel",Billing,High
INC-2026422,"Dear Support, Is there a feature to export reports as PDF or CSV?",General Query,Low
INC-2026423,"Hey, What are your business hours and customer support availability on weekends?",General Query,Low
INC-2026424,The website crashes whenever I try to upload my profile photo or files.,Technical Issue,Medium
INC-2026425,"I cannot connect to the server. The connection keeps dropping.
Sincerely,
David",Technical Issue,High
INC-2026426,"Hello, I found a bug: the submit button is greyed out even when forms are complete.
Thank you,
John",Technical Issue,Medium
INC-2026427,I would like to suggest a feature: adding a dark mode to the dashboard.,General Query,Low
INC-2026428,"Good morning, My credit card was charged twice for the monthly subscription on 16-11-2026. Please refund $88.",Billing,High
INC-2026429,"Dear Support, Can you merge my two accounts into a single one?
Thanks,
Michael",Account Access,Low
INC-2026430,"Hi support team, My API key has leaked and I need to regenerate it immediately.
Best regards,
Ashley",Account Access,High
INC-2026431,"Hey, The search bar returns incorrect results for simple queries.",Technical Issue,Low
INC-2026432,"Hi support team, I want to enable two-factor authentication for my profile for security.",Account Access,Low
INC-2026433,Do you offer discounts for non-profit organizations or educational schools?,General Query,Low
INC-2026434,"I am seeing an unrecognized transaction of $148 on my card from your site.
- Michael",Billing,High
INC-2026435,"I need to change my registered email from ashley82@gmail.com to ashley.new@company.com.
Best regards,
Ashley",Account Access,Medium
INC-2026436,"How do I upgrade my subscription plan to premium?
Sincerely,
Amanda",Account Access,Low
INC-2026437,"Hello team, The application is extremely slow and takes minutes to load pages.
Best regards,
Emily",Technical Issue,High
INC-2026438,"How do I add a new team member to my organization profile?
- Ashley",Account Access,Low
INC-2026439,"Hi, Can you merge my two accounts into a single one?
Thanks,
Jessica",Account Access,Low
INC-2026440,"Hey, I cannot log in to my account. It says password incorrect or user not found.",Account Access,Medium
INC-2026441,"Hi, Is it possible to switch my billing from monthly to yearly to get a discount?
Thank you,
Amanda",Billing,Low
INC-2026442,"Hey, I need to change my registered email from david63@gmail.com to david.new@company.com.",Account Access,Medium
INC-2026443,"Good morning, What are the system requirements for running your software?",General Query,Low
INC-2026444,"Hey, How can I contact sales for custom licensing terms?
Regards,
Michael",General Query,Low
INC-2026445,"I wanted to share some feedback: the new UI looks really clean!
Sincerely,
Sarah",General Query,Low
INC-2026446,"Hello team, The website crashes whenever I try to upload my profile photo or files.
- Michael",Technical Issue,Medium
INC-2026447,"Hello team, I am seeing an unrecognized transaction of $24 on my card from your site.",Billing,High
INC-2026448,"Hey, I am unable to change my username. It says username already taken.",Account Access,Low
INC-2026449,"Hi, Can you reset my password? I forgot it and need access.",Account Access,Low
INC-2026450,"Hey, My data has not synced between the web app and the mobile application.
Best regards,
Sarah",Technical Issue,Medium
INC-2026451,Do you support integration with Slack or Microsoft Teams?,General Query,Low
INC-2026452,"Database connection timeout error when saving my work on Docker.
- John",Technical Issue,High
INC-2026453,"Hi, I want to update my payment method from Mastercard to Visa.
Thanks,
Amanda",Billing,Low
INC-2026454,"Hello, Can I get a copy of my invoice for June 2026?
Sincerely,
Daniel",Billing,Low
INC-2026455,"Good morning, We are experiencing an API outage and all requests are returning 500 server errors.
- Ashley",Technical Issue,High
INC-2026456,"Hi support team, I get a 404 page not found error when clicking on the dashboard link.
Thank you,
Daniel",Technical Issue,Medium
INC-2026457,"Hello, Can you merge my two accounts into a single one?
Thank you,
Sarah",Account Access,Low
INC-2026458,"Why was I charged $178 this month instead of the usual $96?
Regards,
Megan",Billing,Medium
INC-2026459,"Good morning, The CSV export feature is broken. It downloads an empty file.
- James",Technical Issue,Medium
INC-2026460,"Greetings, I need to delete my account and remove my personal data under GDPR rules.
Best regards,
John",Account Access,Low
INC-2026461,"Greetings, Do you support integration with Slack or Microsoft Teams?
- Ashley",General Query,Low
INC-2026462,"Hello, Unrecognized login detected on my account. I need to secure it.",Account Access,High
INC-2026463,"Hi, My API key has leaked and I need to regenerate it immediately.
Thank you,
James",Account Access,High
INC-2026464,"Hello team, How do I add a new team member to my organization profile?
- Amanda",Account Access,Low
INC-2026465,"My billing account is locked and I cannot process the invoice payment.
Thanks,
John",Billing,High
INC-2026466,"I am seeing an unrecognized transaction of $53 on my card from your site.
Thanks,
Amanda",Billing,High
INC-2026467,"Hello team, I need to change my registered email from jessica74@gmail.com to jessica.new@company.com.",Account Access,Medium
INC-2026468,"Hi support team, I want to enable two-factor authentication for my profile for security.
- Michael",Account Access,Low
INC-2026469,"Good morning, I received a payment failure notification but my credit card has sufficient funds.
Regards,
Sarah",Billing,Medium
INC-2026470,"Greetings, I get a 404 page not found error when clicking on the dashboard link.",Technical Issue,Medium
INC-2026471,"Hi support team, Do you support integration with Slack or Microsoft Teams?
Thank you,
Emily",General Query,Low
INC-2026472,"My account has been suspended and I don't know why. Please reactivate.
Thank you,
Emily",Account Access,High
INC-2026473,"Hello, I wanted to share some feedback: the new UI looks really clean!
Thank you,
Michael",General Query,Low
INC-2026474,"My credit card was charged twice for the monthly subscription on 28-02-2026. Please refund $90.
Thanks,
Robert",Billing,High
INC-2026475,How do I add a new team member to my organization profile?,Account Access,Low
INC-2026476,"Hey, We are experiencing an API outage and all requests are returning 500 server errors.
Best regards,
Jessica",Technical Issue,High
INC-2026477,"Hey, How do I add a new team member to my organization profile?
Sincerely,
Megan",Account Access,Low
INC-2026478,"Unrecognized login detected on my account. I need to secure it.
Best regards,
Michael",Account Access,High
INC-2026479,"Hi support team, How can I contact sales for custom licensing terms?
Sincerely,
Megan",General Query,Low
INC-2026480,"Hi, I am unable to change my username. It says username already taken.",Account Access,Low
INC-2026481,"Hi, I am unable to receive password reset emails. The mail server seems down.",Technical Issue,High
INC-2026482,"Dear Support, Unrecognized login detected on my account. I need to secure it.
Thank you,
John",Account Access,High
INC-2026483,"Hi support team, We are experiencing an API outage and all requests are returning 500 server errors.",Technical Issue,High
INC-2026484,"I would like to suggest a feature: adding a dark mode to the dashboard.
- Megan",General Query,Low
INC-2026485,"Dear Support, We are experiencing an API outage and all requests are returning 500 server errors.
Sincerely,
Michael",Technical Issue,High
INC-2026486,Do you offer discounts for non-profit organizations or educational schools?,General Query,Low
INC-2026487,"Hello, My credit card was charged twice for the monthly subscription on 11-04-2026. Please refund $130.
Regards,
Michael",Billing,High
INC-2026488,"Hi, My data has not synced between the web app and the mobile application.
Regards,
Emily",Technical Issue,Medium
INC-2026489,"Greetings, I need to change my registered email from megan29@gmail.com to megan.new@company.com.",Account Access,Medium
INC-2026490,"Greetings, The website crashes whenever I try to upload my profile photo or files.
Thanks,
Sarah",Technical Issue,Medium
INC-2026491,"Hello, Database connection timeout error when saving my work on Salesforce.
- Amanda",Technical Issue,High
INC-2026492,"Hi support team, I get a 404 page not found error when clicking on the dashboard link.
Best regards,
James",Technical Issue,Medium
INC-2026493,"Greetings, I requested a refund of $178 last week but haven't received it yet.
Sincerely,
Jessica",Billing,High
INC-2026494,"Hi, I found a bug: the submit button is greyed out even when forms are complete.",Technical Issue,Medium
INC-2026495,"Hey, Do you offer discounts for non-profit organizations or educational schools?
- Sarah",General Query,Low
INC-2026496,"Hi support team, The search bar returns incorrect results for simple queries.
Regards,
Ashley",Technical Issue,Low
INC-2026497,"Hi support team, I get a 404 page not found error when clicking on the dashboard link.",Technical Issue,Medium
INC-2026498,Do you offer discounts for non-profit organizations or educational schools?,General Query,Low
INC-2026499,"Greetings, Is it possible to switch my billing from monthly to yearly to get a discount?",Billing,Low
INC-2026500,"Hi, I get a 404 page not found error when clicking on the dashboard link.",Technical Issue,Medium
INC-2026501,"I was billed $233 during my free trial period. Please check and refund.
Sincerely,
Robert",Billing,High
INC-2026502,How can I contact sales for custom licensing terms?,General Query,Low
INC-2026503,"Greetings, I was billed $63 during my free trial period. Please check and refund.",Billing,High
INC-2026504,"What are your business hours and customer support availability on weekends?
Thank you,
Ashley",General Query,Low
INC-2026505,"Greetings, My payment failed but money was deducted from my bank account.",Billing,High
INC-2026506,"Hello team, Is it possible to switch my billing from monthly to yearly to get a discount?
Thank you,
Ashley",Billing,Low
INC-2026507,"Greetings, Can I get a copy of my invoice for June 2026?",Billing,Low
INC-2026508,"Hi support team, My API key has leaked and I need to regenerate it immediately.
Best regards,
Amanda",Account Access,High
INC-2026509,"Hey, I found a bug: the submit button is greyed out even when forms are complete.
Best regards,
Daniel",Technical Issue,Medium
INC-2026510,"Hello, My data has not synced between the web app and the mobile application.
- Ashley",Technical Issue,Medium
INC-2026511,"Hi support team, I need to delete my account and remove my personal data under GDPR rules.
Thanks,
Ashley",Account Access,Low
INC-2026512,"Can I get a copy of my invoice for June 2025?
Best regards,
Daniel",Billing,Low
INC-2026513,"Good morning, Can you update my billing address on the system? It should be 449 Main St, Cityville.
Sincerely,
Sarah",Billing,Low
INC-2026514,"Hello, The application is extremely slow and takes minutes to load pages.
- Daniel",Technical Issue,High
INC-2026515,"Hey, I requested a refund of $112 last week but haven't received it yet.
Sincerely,
Amanda",Billing,High
INC-2026516,"Greetings, My API key has leaked and I need to regenerate it immediately.
Sincerely,
Megan",Account Access,High
INC-2026517,"Hello team, I would like to suggest a feature: adding a dark mode to the dashboard.
Best regards,
David",General Query,Low
INC-2026518,"My credit card was charged twice for the monthly subscription on 26-09-2026. Please refund $161.
Thanks,
Megan",Billing,High
INC-2026519,"My billing account is locked and I cannot process the invoice payment.
Sincerely,
Megan",Billing,High
INC-2026520,"Our system integration with your webhook is failing with connection refused.
Thank you,
Jessica",Technical Issue,High
INC-2026521,"Good morning, I requested a refund of $237 last week but haven't received it yet.
- James",Billing,High
INC-2026522,"Hi, How can I contact sales for custom licensing terms?
- Daniel",General Query,Low
INC-2026523,"I was billed $131 during my free trial period. Please check and refund.
Thanks,
Amanda",Billing,High
INC-2026524,"Hey, Database connection timeout error when saving my work on GitHub.
Best regards,
Amanda",Technical Issue,High
INC-2026525,"Hello team, Our system integration with your webhook is failing with connection refused.
Thank you,
Ashley",Technical Issue,High
INC-2026526,"I cannot connect to the server. The connection keeps dropping.
- Amanda",Technical Issue,High
INC-2026527,"Dear Support, Can you cancel my subscription and stop auto-renewal? Ticket id: TKT-13251
- Daniel",Billing,Medium
INC-2026528,"I received a payment failure notification but my credit card has sufficient funds.
- John",Billing,Medium
INC-2026529,"Do you offer discounts for non-profit organizations or educational schools?
Thank you,
Robert",General Query,Low
INC-2026530,"Hello, Can you reset my password? I forgot it and need access.
Regards,
Emily",Account Access,Low
INC-2026531,The website crashes whenever I try to upload my profile photo or files.,Technical Issue,Medium
INC-2026532,"Dear Support, The mobile app freezes and closes automatically when opening reports.
Thanks,
Sarah",Technical Issue,Medium
INC-2026533,"Hi, I am unable to change my username. It says username already taken.
Best regards,
Ashley",Account Access,Low
INC-2026534,"My data has not synced between the web app and the mobile application.
Regards,
James",Technical Issue,Medium
INC-2026535,"Hi, Can you merge my two accounts into a single one?
Regards,
Michael",Account Access,Low
INC-2026536,"Hello team, Is there a feature to export reports as PDF or CSV?",General Query,Low
INC-2026537,"Hi support team, I cannot log in to my account. It says password incorrect or user not found.
Sincerely,
Robert",Account Access,Medium
INC-2026538,"Greetings, How can I contact sales for custom licensing terms?",General Query,Low
INC-2026539,"Hello team, My billing account is locked and I cannot process the invoice payment.",Billing,High
INC-2026540,"Hi, What are the system requirements for running your software?",General Query,Low
INC-2026541,"Greetings, Our system integration with your webhook is failing with connection refused.",Technical Issue,High
INC-2026542,"Dear Support, How can I contact sales for custom licensing terms?",General Query,Low
INC-2026543,"Hi support team, I wanted to share some feedback: the new UI looks really clean!
Best regards,
Megan",General Query,Low
INC-2026544,"The search bar returns incorrect results for simple queries.
Regards,
Amanda",Technical Issue,Low
INC-2026545,"Hello, My payment failed but money was deducted from my bank account.
Sincerely,
Amanda",Billing,High
INC-2026546,My billing account is locked and I cannot process the invoice payment.,Billing,High
INC-2026547,"Hello, Is your service compatible with Internet Explorer 11?
Regards,
Robert",General Query,Low
INC-2026548,"Greetings, Database connection timeout error when saving my work on Salesforce.",Technical Issue,High
INC-2026549,"Hello team, I cannot connect to the server. The connection keeps dropping.",Technical Issue,High
INC-2026550,"Dear Support, Is it possible to switch my billing from monthly to yearly to get a discount?
Regards,
Robert",Billing,Low
INC-2026551,"Hi support team, I am unable to receive password reset emails. The mail server seems down.
Thanks,
Amanda",Technical Issue,High
INC-2026552,Is there a feature to export reports as PDF or CSV?,General Query,Low
INC-2026553,"Dear Support, My payment failed but money was deducted from my bank account.",Billing,High
INC-2026554,"I found a bug: the submit button is greyed out even when forms are complete.
Thank you,
Emily",Technical Issue,Medium
INC-2026555,"My payment failed but money was deducted from my bank account.
Best regards,
Megan",Billing,High
INC-2026556,My data has not synced between the web app and the mobile application.,Technical Issue,Medium
INC-2026557,"Hello team, The website crashes whenever I try to upload my profile photo or files.
Thank you,
James",Technical Issue,Medium
INC-2026558,The search bar returns incorrect results for simple queries.,Technical Issue,Low
INC-2026559,"Hey, I get a 404 page not found error when clicking on the dashboard link.
Regards,
Daniel",Technical Issue,Medium
INC-2026560,"Good morning, The CSV export feature is broken. It downloads an empty file.",Technical Issue,Medium
INC-2026561,"Is there a feature to export reports as PDF or CSV?
- Michael",General Query,Low
INC-2026562,"Hey, The search bar returns incorrect results for simple queries.
Thank you,
Megan",Technical Issue,Low
INC-2026563,"Do you support integration with Slack or Microsoft Teams?
- David",General Query,Low
INC-2026564,What are the system requirements for running your software?,General Query,Low
INC-2026565,"Hello team, We are experiencing an API outage and all requests are returning 500 server errors.
- James",Technical Issue,High
INC-2026566,"Hello team, Can I get a copy of my invoice for October 2026?
Thank you,
Sarah",Billing,Low
INC-2026567,"Can you reset my password? I forgot it and need access.
Regards,
John",Account Access,Low
INC-2026568,"Hi support team, I found a bug: the submit button is greyed out even when forms are complete.",Technical Issue,Medium
INC-2026569,"When is the new feature update scheduled for release?
Thank you,
Emily",General Query,Low
INC-2026570,How do I upgrade my subscription plan to premium?,Account Access,Low
INC-2026571,"Hi, Can you tell me more about your security and data compliance policies?
Thanks,
Amanda",General Query,Low
INC-2026572,"What are the system requirements for running your software?
Thanks,
Ashley",General Query,Low
INC-2026573,"Good morning, I need to change my registered email from james58@gmail.com to james.new@company.com.
Thank you,
James",Account Access,Medium
INC-2026574,"My credit card was charged twice for the monthly subscription on 09-02-2026. Please refund $191.
Best regards,
Sarah",Billing,High
INC-2026575,"Hi, The website crashes whenever I try to upload my profile photo or files.",Technical Issue,Medium
INC-2026576,"Dear Support, Can you cancel my subscription and stop auto-renewal? Ticket id: TKT-50412
Regards,
John",Billing,Medium
INC-2026577,I found a bug: the submit button is greyed out even when forms are complete.,Technical Issue,Medium
INC-2026578,"I wanted to share some feedback: the new UI looks really clean!
Best regards,
Robert",General Query,Low
INC-2026579,Why was I charged $13 this month instead of the usual $59?,Billing,Medium
INC-2026580,"Hi, Unrecognized login detected on my account. I need to secure it.
Sincerely,
James",Account Access,High
INC-2026581,"Can you merge my two accounts into a single one?
Thanks,
Daniel",Account Access,Low
INC-2026582,How do I upgrade my subscription plan to premium?,Account Access,Low
INC-2026583,"Hello, Can you update my billing address on the system? It should be 425 Main St, Cityville.",Billing,Low
INC-2026584,"Hello, I want to enable two-factor authentication for my profile for security.",Account Access,Low
INC-2026585,"Hey, Do you offer discounts for non-profit organizations or educational schools?",General Query,Low
INC-2026586,"Hello team, I found a bug: the submit button is greyed out even when forms are complete.
Best regards,
Michael",Technical Issue,Medium
INC-2026587,"Hi, When is the new feature update scheduled for release?",General Query,Low
INC-2026588,I want to request a demo of your enterprise plan for my team.,General Query,Low
INC-2026589,"Hi support team, Is it possible to switch my billing from monthly to yearly to get a discount?
Thanks,
Ashley",Billing,Low
INC-2026590,"Good morning, Why was I charged $59 this month instead of the usual $65?
Best regards,
Megan",Billing,Medium
INC-2026591,What are your business hours and customer support availability on weekends?,General Query,Low
INC-2026592,"Good morning, The website crashes whenever I try to upload my profile photo or files.
Sincerely,
Emily",Technical Issue,Medium
INC-2026593,"Hello, I would like to suggest a feature: adding a dark mode to the dashboard.
Thank you,
Megan",General Query,Low
INC-2026594,"Dear Support, I requested a refund of $116 last week but haven't received it yet.
- Emily",Billing,High
INC-2026595,"Hi support team, I want to update my payment method from PayPal to Visa.
Best regards,
Robert",Billing,Low
INC-2026596,"Hello, I am seeing an unrecognized transaction of $41 on my card from your site.",Billing,High
INC-2026597,"Hello team, Can you cancel my subscription and stop auto-renewal? Ticket id: TKT-89034
Regards,
Ashley",Billing,Medium
INC-2026598,"Hi, How do I upgrade my subscription plan to premium?",Account Access,Low
INC-2026599,"Is it possible to switch my billing from monthly to yearly to get a discount?
Regards,
Daniel",Billing,Low
INC-2026600,"Greetings, Can you cancel my subscription and stop auto-renewal? Ticket id: TKT-89529
Sincerely,
Robert",Billing,Medium
INC-2026601,"Greetings, I was billed $165 during my free trial period. Please check and refund.",Billing,High
